Rk,player_name,nation,position_1,position_2,Squad,Age,Born,matches_played,starts,minutes_played,90s_played,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,expected_non_pen_goals,expected_assists,expected_non_pen_goal_contributions,progressive_carries,progressive_passes,progressive_passes_received
507,Zack Nelson,ENG,MF,FW,Luton Town,19.0,2004.0,21,7,799,8.9,0,1,1,0,0,0,4,0,0.6,0.6,1.3,2.0,9,25,37
508,Perry Ng,ENG,DF,,Cardiff City,28.0,1996.0,35,31,2793,31.0,1,1,2,1,0,0,9,0,1.6,1.6,1.8,3.4,20,143,90
509,Jeremy Ngakia,,DF,,Watford,23.0,2000.0,29,23,1883,20.9,1,0,1,1,0,0,5,0,1.4,1.4,0.9,2.3,44,70,90
510,Kevin Nisbet,SCO,FW,,Millwall,27.0,1997.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2
511,Lasse Nordås,NOR,FW,MF,Luton Town,22.0,2002.0,10,2,255,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.1,3,5,19
512,Casper de Norre,BEL,MF,,Millwall,27.0,1997.0,46,44,3606,40.1,3,4,7,3,0,0,5,0,2.2,2.2,2.7,4.9,23,187,45
513,Rhys Norrington-Davies,WAL,DF,,Sheffield Utd,25.0,1999.0,14,2,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,7,6,7
514,Will Norris,ENG,GK,,Portsmouth,30.0,1993.0,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
515,Marcelino Núñez,CHI,MF,,Norwich City,24.0,2000.0,32,27,2245,24.9,6,4,10,6,0,0,5,0,4.4,4.4,4.8,9.2,32,147,57
516,Tanatswa Nyakuhwa,WAL,DF,,Cardiff City,18.0,2005.0,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3
517,Ryan Nyambe,NAM,DF,,Derby County,26.0,1997.0,17,14,1125,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,19,28,18
518,Lewis O'Brien,ENG,MF,,Swansea City,25.0,1998.0,16,16,1419,15.8,1,0,1,1,0,0,2,0,1.3,1.3,1.1,2.3,29,58,45
519,Gatlin O'Donkor,ENG,FW,,Oxford United,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
520,Callum O'Dowda,IRL,DF,FW,Cardiff City,29.0,1995.0,42,41,3546,39.4,2,3,5,2,0,0,7,0,1.2,1.2,4.2,5.4,111,103,156
521,Callum O'Hare,ENG,MF,FW,Sheffield Utd,26.0,1998.0,44,38,3139,34.9,2,6,8,2,0,0,2,0,4.7,4.7,5.5,10.2,55,127,233
522,Max O'Leary,IRL,GK,,Bristol City,27.0,1996.0,46,46,4140,46.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0
523,Mark O'Mahony,IRL,FW,,Portsmouth,19.0,2005.0,13,5,595,6.6,3,0,3,3,0,0,1,0,1.9,1.9,0.2,2.1,2,5,20
524,Luke O'Nien,ENG,DF,,Sunderland,29.0,1994.0,45,44,3934,43.7,3,1,4,3,0,1,9,0,3.3,2.6,1.0,3.5,45,229,26
525,Dara O'Shea,IRL,DF,,Burnley,25.0,1999.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0,1,0
526,Michael Obafemi,IRL,FW,MF,Plymouth Argyle,24.0,2000.0,29,14,1196,13.3,2,0,2,2,0,0,0,0,2.0,2.0,1.1,3.0,14,13,68
527,Wilson Odobert,FRA,MF,,Burnley,19.0,2004.0,1,1,89,1.0,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,3,3,7
528,Chiedozie Ogbene,IRL,DF,MF,Luton Town,27.0,1997.0,3,3,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,11,6,18
529,Nathanael Ogbeta,ENG,DF,,Plymouth Argyle,23.0,2001.0,17,9,626,7.0,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.0,11,12,17
530,Angelo Ogbonna,ITA,DF,,Watford,36.0,1988.0,6,5,398,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0
531,Connor Ogilvie,ENG,DF,,Portsmouth,28.0,1996.0,45,45,4028,44.8,4,1,5,4,0,0,5,0,4.4,4.4,1.8,6.3,29,147,63
532,Yuki Ohashi,JPN,FW,MF,Blackburn,28.0,1996.0,36,26,2221,24.7,9,3,12,9,0,0,3,0,7.2,7.2,1.0,8.2,36,48,135
533,Jeppe Okkels,DEN,FW,MF,Preston,25.0,1999.0,7,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,10
534,Abdülkadir Ömür,TUR,MF,FW,Hull City,25.0,1999.0,20,12,1064,11.8,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,24,35,65
535,Ryan One,SCO,FW,,Sheffield Utd,18.0,2006.0,12,2,292,3.2,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.2,5,3,18
536,Ben Osborn,ENG,MF,DF,Derby County,29.0,1994.0,25,18,1702,18.9,0,1,1,0,0,0,2,0,0.3,0.3,1.7,2.1,14,66,38
537,Milutin Osmajić,MNE,FW,,Preston,25.0,1999.0,34,20,1918,21.3,9,3,12,9,0,0,4,0,8.4,8.4,1.0,9.4,25,16,89
538,Gabriel Otegbayo,,DF,,Sheffield Weds,,,11,4,480,5.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,4,1
539,David Ozoh,ENG,MF,,Derby County,19.0,2005.0,10,9,699,7.8,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,8,22,5
540,Kenneth Paal,SUR,DF,,QPR,27.0,1997.0,39,34,2879,32.0,1,3,4,1,0,0,4,0,1.4,1.4,3.1,4.5,21,96,56
541,Marlon Pack,ENG,DF,MF,Portsmouth,33.0,1991.0,41,30,2712,30.1,0,2,2,0,0,0,8,1,0.9,0.9,1.3,2.3,11,125,15
542,Alex Palmer,ENG,GK,,West Brom,27.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
543,Kasey Palmer,JAM,MF,FW,Hull City,27.0,1996.0,26,11,1086,12.1,1,2,3,1,0,1,2,0,2.5,1.5,3.0,4.5,17,54,51
544,Kasey Palmer,JAM,MF,FW,Coventry City,27.0,1996.0,3,0,54,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,2,4,1
545,Liam Palmer,SCO,DF,MF,Sheffield Weds,32.0,1991.0,23,7,876,9.7,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,8,40,16
546,Victor Pálsson,ISL,DF,,Plymouth Argyle,33.0,1991.0,25,19,1736,19.3,0,1,1,0,0,0,3,0,0.2,0.2,1.5,1.8,7,32,8
547,Ivor Pandur,CRO,GK,,Hull City,24.0,2000.0,44,44,3960,44.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0
548,Samuel Parker,WAL,FW,DF,Swansea City,18.0,2006.0,7,0,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,13
549,Callum Paterson,SCO,FW,MF,Sheffield Weds,29.0,1994.0,27,14,1187,13.2,6,2,8,6,0,0,2,0,4.4,4.4,2.3,6.7,8,13,55
550,Jamie Paterson,ENG,FW,MF,Coventry City,32.0,1991.0,8,0,79,0.9,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,3,3,6
551,Anthony Patterson,ENG,GK,,Sunderland,24.0,2000.0,42,42,3780,42.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0
552,Aynsley Pears,ENG,GK,,Blackburn,26.0,1998.0,40,40,3600,40.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0
553,Ben Pearson,ENG,MF,,Stoke City,29.0,1995.0,13,8,570,6.3,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,3,29,0
554,Myles Peart-Harris,ENG,FW,MF,Swansea City,21.0,2002.0,29,18,1665,18.5,3,4,7,3,0,0,6,0,3.0,3.0,2.4,5.4,47,42,135
555,Sydie Peck,ENG,MF,,Sheffield Utd,19.0,2004.0,42,32,2927,32.5,0,2,2,0,0,0,6,0,2.1,2.1,2.6,4.7,33,187,60
556,João Pedro,ITA,FW,,Hull City,32.0,1992.0,35,25,2145,23.8,6,2,8,6,0,0,4,1,5.0,5.0,2.9,7.9,14,14,53
557,Ashley Phillips,WAL,DF,,Stoke City,19.0,2005.0,35,35,3077,34.2,0,0,0,0,0,0,6,0,1.0,1.0,0.6,1.6,7,40,5
558,Joshua Phillips,ENG,DF,,Luton Town,18.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
559,Matt Phillips,SCO,MF,FW,Oxford United,33.0,1991.0,28,10,955,10.6,0,2,2,0,0,0,2,0,1.0,1.0,1.3,2.3,25,16,46
560,Nathaniel Phillips,ENG,DF,,Derby County,27.0,1997.0,32,24,2236,24.8,1,3,4,1,0,0,5,0,1.9,1.9,1.0,2.9,3,48,9
561,Harry Pickering,ENG,DF,,Blackburn,25.0,1998.0,15,12,1039,11.5,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.5,8,40,20
562,Erik Pieters,NED,DF,,Derby County,35.0,1988.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
563,Joël Piroe,NED,FW,,Leeds United,24.0,1999.0,46,36,3080,34.2,19,7,26,18,1,1,2,0,16.9,16.1,4.5,20.6,30,89,166
564,Julio Pleguezuelo,ESP,DF,,Plymouth Argyle,27.0,1997.0,24,23,1964,21.8,1,0,1,1,0,0,8,0,0.5,0.5,0.6,1.2,3,44,0
565,Matthew Pollock,ENG,DF,,Watford,22.0,2001.0,45,42,3815,42.4,2,4,6,2,0,0,7,0,2.8,2.8,1.5,4.3,25,160,17
566,Regan Poole,WAL,DF,,Portsmouth,26.0,1998.0,27,23,2144,23.8,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.1,3,46,6
567,Ryan Porteous,SCO,DF,,Preston,25.0,1999.0,11,9,823,9.1,1,0,1,1,0,0,2,0,1.3,1.3,0.6,1.9,3,22,6
568,Ryan Porteous,SCO,DF,,Watford,25.0,1999.0,22,18,1662,18.5,2,0,2,2,0,0,7,0,1.5,1.5,0.2,1.7,10,52,10
569,Brad Potts,ENG,DF,MF,Preston,30.0,1994.0,29,22,2056,22.8,4,2,6,4,0,0,4,0,3.1,3.1,3.1,6.2,42,74,133
570,Freddie Potts,ENG,MF,,Portsmouth,20.0,2003.0,37,35,3057,34.0,1,4,5,1,0,0,7,0,1.4,1.4,3.4,4.8,21,142,35
571,Ian Poveda,ENG,FW,MF,Sunderland,24.0,2000.0,6,0,86,1.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,5,4,15
572,Isaac Price,NIR,MF,FW,West Brom,20.0,2003.0,15,13,1049,11.7,1,1,2,1,0,0,2,0,1.2,1.2,2.1,3.3,16,28,63
573,Cameron Pring,ENG,DF,MF,Bristol City,26.0,1998.0,32,27,2228,24.8,0,3,3,0,0,0,8,0,0.4,0.4,2.5,2.9,64,89,124
574,Tymoteusz Puchacz,POL,DF,,Plymouth Argyle,25.0,1999.0,15,12,1123,12.5,0,1,1,0,0,0,1,0,0.1,0.1,1.7,1.8,34,27,36
575,Gustavo Puerta,COL,MF,,Hull City,21.0,2003.0,30,22,1889,21.0,1,0,1,1,0,0,3,1,2.2,2.2,2.7,4.9,34,81,61
576,Przemysław Płacheta,POL,FW,MF,Oxford United,26.0,1998.0,32,27,2073,23.0,3,3,6,3,0,0,4,0,3.7,3.7,2.9,6.6,57,37,150
577,Uroš Račić,SRB,MF,,West Brom,26.0,1998.0,21,9,916,10.2,0,2,2,0,0,0,2,0,1.6,1.6,1.2,2.8,7,38,27
578,Mileta Rajovic,DEN,FW,,Watford,25.0,1999.0,3,0,46,0.5,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,0,0,2
579,Jesurun Rak Sakyi,ENG,FW,MF,Sheffield Utd,21.0,2002.0,34,22,1725,19.2,7,2,9,7,0,0,1,0,6.1,6.1,2.8,8.9,73,40,155
580,Joe Ralls,ENG,MF,,Cardiff City,30.0,1993.0,21,15,1148,12.8,0,1,1,0,0,0,6,0,0.5,0.5,1.5,2.0,8,76,17
581,Largie Ramazani,BEL,FW,,Leeds United,23.0,2001.0,29,7,797,8.9,6,2,8,6,0,0,2,0,4.7,4.7,1.4,6.2,41,38,81
582,Aaron Ramsey,WAL,MF,,Cardiff City,33.0,1990.0,8,6,557,6.2,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,9,36,25
583,Aaron Ramsey,ENG,MF,,Burnley,21.0,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
584,Adam Randell,ENG,MF,,Plymouth Argyle,23.0,2000.0,39,39,3378,37.5,1,3,4,1,0,0,7,0,1.4,1.4,3.4,4.8,26,162,35
585,Joe Rankin-Costello,ENG,DF,FW,Blackburn,25.0,1999.0,29,13,1249,13.9,2,2,4,2,0,0,4,0,1.8,1.8,1.3,3.2,14,35,59
586,Nathan Redmond,ENG,FW,,Burnley,30.0,1994.0,2,0,14,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,3
587,Michael Reindorf,ENG,FW,,Cardiff City,19.0,2005.0,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,0,4
588,Vicente Reyes,CHI,GK,,Norwich City,20.0,2003.0,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
589,Yuri Ribeiro,POR,DF,,Blackburn,27.0,1997.0,15,15,1350,15.0,0,1,1,0,0,0,0,0,0.6,0.6,0.8,1.4,21,56,53
590,Chris Rigg,ENG,MF,FW,Sunderland,17.0,2007.0,42,36,3055,33.9,4,1,5,4,0,0,8,0,6.0,6.0,3.0,9.0,48,127,178
591,Emil Riis Jakobsen,DEN,FW,,Preston,26.0,1998.0,45,29,2716,30.2,12,2,14,12,0,0,2,0,10.6,10.6,2.5,13.0,40,23,172
592,Andy Rinomhota,ZIM,DF,MF,Cardiff City,27.0,1997.0,30,24,2106,23.4,0,1,1,0,0,0,6,0,0.6,0.6,0.6,1.2,28,95,58
593,Matt Ritchie,SCO,FW,,Portsmouth,34.0,1989.0,39,28,2190,24.3,5,1,6,5,0,0,7,0,4.6,4.6,3.4,8.1,22,68,131
594,Caleb Roberts,ENG,MF,,Plymouth Argyle,19.0,2004.0,5,2,192,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,3,4
595,Connor Roberts,WAL,DF,,Burnley,28.0,1995.0,41,40,3636,40.4,2,3,5,2,0,0,4,0,2.5,2.5,2.4,4.9,49,238,98
596,Haydon Roberts,ENG,DF,MF,Bristol City,22.0,2002.0,30,15,1635,18.2,1,1,2,1,0,0,5,0,0.3,0.3,1.7,2.0,24,66,81
597,Liam Roberts,ENG,GK,,Millwall,29.0,1994.0,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
598,Patrick Roberts,ENG,FW,MF,Sunderland,27.0,1997.0,45,38,3280,36.4,2,7,9,1,1,2,8,0,5.7,4.1,5.4,9.5,125,178,272
599,Alexander Robertson,AUS,MF,,Cardiff City,21.0,2003.0,35,29,2409,26.8,3,3,6,3,0,0,7,0,1.3,1.3,2.9,4.3,17,116,59
600,Callum Robinson,IRL,FW,MF,Cardiff City,29.0,1995.0,34,24,2023,22.5,12,1,13,12,0,0,1,1,7.2,7.2,2.3,9.5,37,53,118
601,Jack Robinson,ENG,DF,,Sheffield Utd,30.0,1993.0,34,31,2841,31.6,0,0,0,0,0,0,9,0,0.9,0.9,0.5,1.4,14,88,11
602,Joe Rodon,WAL,DF,,Leeds United,26.0,1997.0,46,46,4135,45.9,1,0,1,1,0,0,5,0,1.2,1.2,1.1,2.4,56,291,5
603,Ruben Rodrigues,POR,MF,FW,Oxford United,27.0,1996.0,39,28,2251,25.0,4,3,7,4,0,0,3,0,5.0,5.0,4.5,9.5,31,74,75
604,Jay Rodriguez,ENG,FW,,Burnley,35.0,1989.0,20,8,747,8.3,2,0,2,1,1,1,1,0,2.5,1.7,0.3,2.1,2,11,24
605,Ole Romeny,IDN,FW,MF,Oxford United,24.0,2000.0,14,7,591,6.6,1,0,1,1,0,0,2,0,1.4,1.4,0.7,2.1,10,9,20
606,Ronald,BRA,FW,MF,Swansea City,23.0,2001.0,46,43,3761,41.8,2,7,9,2,0,0,3,0,3.8,3.8,6.8,10.6,166,89,393
607,Kemar Roofe,JAM,FW,MF,Derby County,31.0,1993.0,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
608,Michael Rose,SCO,DF,,Stoke City,28.0,1995.0,22,13,1296,14.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.5,1,9,0
609,Joe Rothwell,ENG,MF,,Leeds United,29.0,1995.0,36,24,2249,25.0,0,4,4,0,0,0,2,0,0.6,0.6,4.6,5.3,41,166,30
610,Pelly Ruddock Mpanzu,COD,MF,,Luton Town,31.0,1993.0,10,1,228,2.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,4,9,6
611,Jack Rudoni,ENG,MF,,Coventry City,24.0,2000.0,43,40,3502,38.9,9,12,21,9,0,0,3,0,7.6,7.6,9.0,16.5,117,194,260
612,Carl Rushworth,ENG,GK,,Hull City,23.0,2001.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
613,Nazariy Rusyn,UKR,FW,,Sunderland,25.0,1998.0,8,0,72,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,4
614,Georginio Rutter,FRA,MF,FW,Leeds United,22.0,2002.0,1,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,6,5
615,Sai Sachdev,ENG,DF,,Sheffield Utd,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
616,Borja Sainz,ESP,FW,,Norwich City,23.0,2001.0,41,41,3607,40.1,18,4,22,18,0,0,8,0,14.9,14.9,5.0,19.9,120,111,287
617,Koki Saito,JPN,FW,MF,QPR,22.0,2001.0,39,25,2295,25.5,3,2,5,3,0,0,0,1,3.3,3.3,4.1,7.5,76,56,123
618,Tatsuhiro Sakamoto,JPN,FW,MF,Coventry City,27.0,1996.0,42,30,2587,28.7,4,6,10,4,0,0,4,0,3.1,3.1,4.2,7.3,71,84,204
619,Yousef Salech,DEN,FW,,Cardiff City,22.0,2002.0,20,14,1276,14.2,8,1,9,7,1,1,2,0,6.8,6.0,0.4,6.4,9,18,56
620,Lars-Jørgen Salvesen,NOR,FW,,Derby County,28.0,1996.0,8,6,488,5.4,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,2,4,15
621,Shurandy Sambo,CUW,MF,,Burnley,22.0,2001.0,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,5
622,Dion Sanderson,ENG,DF,,Blackburn,24.0,1999.0,12,4,567,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,3
623,Hevertton Santos,BRA,DF,,QPR,23.0,2001.0,6,4,319,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,23,13
624,Josh Sargent,USA,FW,,Norwich City,24.0,2000.0,32,28,2500,27.8,15,5,20,14,1,2,3,0,13.4,11.8,4.4,16.2,32,47,120
625,Jeremy Sarmiento,ECU,FW,MF,Burnley,22.0,2002.0,35,11,1166,13.0,4,0,4,4,0,0,4,0,3.1,3.1,0.7,3.8,47,38,67
626,George Saville,NIR,MF,,Millwall,31.0,1993.0,45,36,3300,36.7,1,3,4,1,0,0,8,0,2.8,2.8,3.5,6.3,22,124,43
627,Christian Saydee,LBR,MF,FW,Portsmouth,22.0,2002.0,29,10,1152,12.8,3,0,3,3,0,0,5,0,2.1,2.1,1.1,3.1,17,32,49
628,Calum Scanlon,ENG,FW,DF,Millwall,19.0,2005.0,4,3,167,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,5,3,4
629,Dane Scarlett,ENG,FW,,Oxford United,20.0,2004.0,20,7,792,8.8,4,0,4,4,0,0,1,0,0.8,0.8,0.5,1.3,7,8,38
630,Nicolas Schmid,AUT,GK,,Portsmouth,27.0,1997.0,35,35,3090,34.3,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,2,0
631,Isaac Schmidt,SUI,FW,DF,Leeds United,24.0,1999.0,12,0,78,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,6,14
632,Oscar Schwartau,DEN,FW,MF,Norwich City,18.0,2006.0,40,17,1564,17.4,1,0,1,1,0,0,3,0,3.3,3.3,1.8,5.0,30,49,93
633,Jenson Seelt,NED,DF,,Sunderland,21.0,2003.0,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
634,Tatsuki Seko,JPN,MF,,Stoke City,26.0,1997.0,25,18,1597,17.7,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,8,81,13
635,Tyrell Sellars-Fleming,ENG,MF,FW,Hull City,19.0,2005.0,4,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,0,1
636,Egil Selvik,NOR,GK,,Watford,27.0,1997.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0
637,Ken Sema,SWE,DF,MF,Watford,30.0,1993.0,14,4,521,5.8,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,13,21,39
638,Femi Seriki,ENG,DF,,Sheffield Utd,22.0,2002.0,25,8,1091,12.1,0,1,1,0,0,0,2,0,0.5,0.5,1.4,1.9,43,31,72
639,Jamie Shackleton,ENG,DF,FW,Sheffield Utd,24.0,1999.0,12,2,291,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,12,14
640,Conor Shaughnessy,IRL,DF,,Portsmouth,28.0,1996.0,9,7,512,5.7,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.8,2,21,2
641,James Shea,ENG,GK,,Luton Town,33.0,1991.0,2,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
642,Ben Sheaf,ENG,MF,,Coventry City,26.0,1998.0,29,23,2130,23.7,0,2,2,0,0,0,6,0,2.1,2.1,2.6,4.8,33,172,39
643,Jonjo Shelvey,ENG,MF,FW,Burnley,32.0,1992.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0
644,Louie Sibley,ENG,MF,,Oxford United,22.0,2001.0,11,1,170,1.9,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.2,3,1,5
645,Sol Sidibé,ENG,MF,,Stoke City,17.0,2007.0,8,3,306,3.4,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,11,3
646,Francisco Sierralta,CHI,DF,,Watford,27.0,1997.0,33,21,1897,21.1,0,0,0,0,0,0,9,0,1.7,1.7,0.8,2.5,0,33,6
647,Arnór Sigurðsson,ISL,FW,MF,Blackburn,25.0,1999.0,5,0,62,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,1,7,6
648,Sam Silvera,AUS,FW,MF,Portsmouth,23.0,2000.0,11,5,446,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,17,8,37
649,Ellis Simms,ENG,FW,,Coventry City,23.0,2001.0,43,26,2286,25.4,6,2,8,6,0,1,1,0,10.0,9.2,2.5,11.7,26,18,114
650,Xavier Simons,ENG,MF,,Hull City,21.0,2003.0,20,13,1208,13.4,2,0,2,2,0,0,3,0,1.4,1.4,0.4,1.8,19,39,13
651,Nathan Simpson,ENG,FW,,Middlesbrough,20.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
652,Emmanouil Siopis,GRE,MF,,Cardiff City,30.0,1994.0,21,16,1444,16.0,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,5,56,8
653,Moussa Sissoko,FRA,MF,FW,Watford,34.0,1989.0,40,33,2888,32.1,6,1,7,6,0,0,6,1,3.5,3.5,2.9,6.5,37,98,112
654,Regan Slater,ENG,MF,,Hull City,24.0,1999.0,44,36,2966,33.0,1,1,2,1,0,0,6,0,4.2,4.2,2.7,6.9,52,82,82
655,Michael Smith,ENG,FW,,Sheffield Weds,32.0,1991.0,41,16,1844,20.5,8,4,12,7,1,1,3,0,7.9,7.1,3.6,10.7,8,31,85
656,Paul Smyth,NIR,FW,MF,QPR,26.0,1997.0,43,30,2770,30.8,1,4,5,1,0,0,6,0,2.9,2.9,3.4,6.3,120,82,200
657,Manor Solomon,ISR,FW,,Leeds United,25.0,1999.0,39,30,2589,28.8,10,12,22,10,0,0,3,0,8.1,8.1,12.0,20.1,144,111,320
658,Oliver Sonne,PER,DF,,Burnley,23.0,2000.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,2
659,Matthew Sorinola,ENG,DF,MF,Plymouth Argyle,23.0,2001.0,25,19,1674,18.6,0,1,1,0,0,0,9,1,0.3,0.3,0.8,1.1,25,40,63
660,Harry Souttar,AUS,DF,,Sheffield Utd,25.0,1998.0,21,20,1768,19.6,0,0,0,0,0,0,5,1,0.8,0.8,0.0,0.8,5,54,0
661,Vinicius Souza,BRA,MF,,Sheffield Utd,25.0,1999.0,35,32,2787,31.0,0,1,1,0,0,0,8,0,0.7,0.7,1.4,2.0,21,133,30
662,Jack Stacey,ENG,DF,,Norwich City,28.0,1996.0,41,20,2143,23.8,2,6,8,2,0,0,5,0,1.8,1.8,2.7,4.5,73,56,160
663,Enda Stevens,IRL,DF,,Stoke City,34.0,1990.0,18,13,1194,13.3,0,2,2,0,0,0,3,0,0.3,0.3,1.6,1.9,20,49,42
664,Ben Stevenson,ENG,MF,,Portsmouth,27.0,1997.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
665,Jordan Storey,ENG,DF,,Preston,26.0,1997.0,35,35,3062,34.0,1,1,2,1,0,0,6,0,1.2,1.2,1.2,2.4,18,100,17
666,Pascal Struijk,NED,DF,,Leeds United,24.0,1999.0,35,31,2824,31.4,5,0,5,3,2,3,3,0,5.9,3.5,0.5,4.0,37,193,11
667,Zak Sturge,ENG,DF,,Millwall,20.0,2004.0,5,3,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,10
668,Callum Styles,HUN,DF,,West Brom,24.0,2000.0,34,29,2613,29.0,3,1,4,3,0,0,11,1,1.8,1.8,1.2,2.9,57,129,72
669,Emmerson Sutton,ENG,FW,,QPR,17.0,2006.0,2,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,8
670,Zak Swanson,ENG,DF,,Portsmouth,23.0,2000.0,30,23,1972,21.9,1,1,2,1,0,0,5,0,0.4,0.4,0.9,1.3,23,65,47
671,John Swift,ENG,MF,,West Brom,29.0,1995.0,36,19,1741,19.3,3,1,4,3,0,0,4,0,3.1,3.1,2.2,5.3,30,144,66
